Index,PlayerName,Nation,position,Squad,Competition,Age,BirthYear,Full 90s Played,Goals Scored,Total Shots,Shots on Target,Shots on Target%,Shots Per90,Shots on Target P90,Goals Per Shot,G/SOT,Average shot Distance,Shots from free kicks,Penalties created,Penalties attempted,xG,npxg,npxG/Sh,G-xG,npG-npxG
47,Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,28-241,1995,6.3,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
48,David Alaba,AUT,DF,Real Madrid,La Liga,31-175,1992,12.4,0,13,3,23.1,1.04,0.24,0.00,0.00,20.5,6,0,0,0.9,0.9,0.07,-0.9,-0.9
49,Luis Alberto,ESP,MF,Lazio,Serie A,31-079,1992,12.8,3,26,9,34.6,2.03,0.70,0.12,0.33,21.8,2,0,0,2.4,2.4,0.09,+0.6,+0.6
50,Raúl Albiol,ESP,DF,Villarreal,La Liga,38-103,1985,12.8,0,3,1,33.3,0.23,0.08,0.00,0.00,7.1,0,0,0,0.4,0.4,0.14,-0.4,-0.4
51,Rubén Alcaraz,ESP,MF,Cádiz,La Liga,32-229,1991,14.0,1,11,2,18.2,0.79,0.14,0.09,0.50,21.7,2,0,0,0.5,0.5,0.04,+0.5,+0.5
52,Omar Alderete,PAR,DF,Getafe,La Liga,26-355,1996,6.8,0,6,0,0.0,0.88,0.00,0.00,0.00,16.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2
53,Iván Alejo,ESP,MF,Cádiz,La Liga,28-309,1995,10.8,0,4,2,50.0,0.37,0.18,0.00,0.00,25.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2
54,Carles Aleñá,ESP,MF,Getafe,La Liga,25-345,1998,6.5,1,11,4,36.4,1.70,0.62,0.09,0.25,17.6,0,0,0,1.0,1.0,0.09,0.0,0.0
55,Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,25-070,1998,12.6,2,20,4,20.0,1.58,0.32,0.10,0.50,26.1,3,0,0,0.8,0.8,0.04,+1.2,+1.2
56,Mohamed Ali Cho,FRA,"FW,MF",Real Sociedad,La Liga,19-331,2004,2.8,0,3,0,0.0,1.08,0.00,0.00,0.00,17.4,0,0,0,0.4,0.4,0.13,-0.4,-0.4
57,Yanis Ali Issoufou,FRA,FW,Montpellier,Ligue 1,17-049,2006,0.1,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,,0,0,,,,,
58,Faride Alidou,GER,"FW,MF",Köln,Bundesliga,22-151,2001,3.0,0,4,2,50.0,1.33,0.66,0.00,0.00,17.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2
59,Nabil Alioui,FRA,"MF,FW",Le Havre,Ligue 1,24-301,1999,10.4,4,23,8,34.8,2.22,0.77,0.17,0.50,19.0,1,0,0,1.9,1.9,0.08,+2.1,+2.1
60,Alisson,BRA,GK,Liverpool,Premier League,31-075,1992,14.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
61,Jim Allevinah,GAB,"DF,MF",Clermont Foot,Ligue 1,28-292,1995,11.3,0,15,3,20.0,1.33,0.27,0.00,0.00,17.1,0,0,0,0.9,0.9,0.06,-0.9,-0.9
62,Domingos André Ribeiro Almeida,POR,"FW,MF",Valencia,La Liga,23-200,2000,5.3,0,5,2,40.0,0.94,0.38,0.00,0.00,20.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
63,Miguel Almirón,PAR,FW,Newcastle Utd,Premier League,29-309,1994,12.0,2,24,8,33.3,2.01,0.67,0.08,0.25,17.4,0,0,0,2.4,2.4,0.10,-0.4,-0.4
64,Pontus Almqvist,SWE,FW,Lecce,Serie A,24-159,1999,10.3,2,16,7,43.8,1.55,0.68,0.13,0.29,19.4,0,0,0,0.9,0.9,0.05,+1.1,+1.1
65,Marcos Alonso,ESP,DF,Barcelona,La Liga,32-353,1990,1.8,0,3,2,66.7,1.67,1.11,0.00,0.00,20.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
66,Adrià Altimira,ESP,"DF,MF",Villarreal,La Liga,22-263,2001,5.1,0,1,0,0.0,0.19,0.00,0.00,0.00,27.2,0,0,0,0.0,0.0,0.03,0.0,0.0
67,Sergi Altimira,ESP,MF,Betis,La Liga,22-113,2001,1.8,0,1,0,0.0,0.55,0.00,0.00,0.00,23.8,0,0,0,0.0,0.0,0.04,0.0,0.0
68,Edson Álvarez,MEX,MF,West Ham,Premier League,26-053,1997,11.1,0,9,1,11.1,0.81,0.09,0.00,0.00,21.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
69,Gastón Álvarez,URU,DF,Getafe,La Liga,23-267,2000,13.0,1,6,2,33.3,0.46,0.15,0.17,0.50,15.9,0,0,0,0.3,0.3,0.05,+0.7,+0.7
70,Julián Álvarez,ARG,"MF,FW",Manchester City,Premier League,23-319,2000,14.6,4,40,13,32.5,2.73,0.89,0.10,0.31,19.7,10,0,0,4.0,4.0,0.10,0.0,0.0
71,Yeray Álvarez,ESP,DF,Athletic Club,La Liga,28-326,1995,2.1,0,3,1,33.3,1.46,0.49,0.00,0.00,11.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
72,Skelly Alvero,FRA,MF,Lyon,Ligue 1,21-226,2002,4.7,1,9,3,33.3,1.90,0.63,0.11,0.33,22.9,0,0,0,0.4,0.4,0.05,+0.6,+0.6
73,Papa Amadou Diallo,SEN,"FW,MF",Metz,Ligue 1,19-174,2004,2.2,0,1,1,100.0,0.45,0.45,0.00,0.00,40.3,0,0,0,0.0,0.0,0.02,0.0,0.0
74,Selim Amallah,MAR,"MF,FW",Valencia,La Liga,27-031,1996,4.2,0,8,3,37.5,1.89,0.71,0.00,0.00,21.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
75,Amath,SEN,"FW,MF",Mallorca,La Liga,27-153,1996,4.1,0,12,2,16.7,2.92,0.49,0.00,0.00,14.1,0,0,0,1.6,1.6,0.13,-1.6,-1.6
76,Lorenzo Amatucci,ITA,MF,Fiorentina,Serie A,19-314,2004,0.2,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
77,Zeki Amdouni,SUI,"FW,MF",Burnley,Premier League,23-012,2000,11.7,2,26,13,50.0,2.21,1.11,0.08,0.15,17.5,0,0,0,2.4,2.4,0.09,-0.4,-0.4
78,Bruno Amione,ARG,DF,Hellas Verona,Serie A,21-347,2002,5.9,0,4,2,50.0,0.68,0.34,0.00,0.00,10.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
79,Michael Amir Murillo,PAN,DF,Marseille,Ligue 1,27-308,1996,4.1,1,2,1,50.0,0.48,0.24,0.50,1.00,12.0,0,0,0,0.4,0.4,0.20,+0.6,+0.6
80,Nadiem Amiri,GER,"MF,FW",Leverkusen,Bundesliga,27-050,1996,0.1,0,1,0,0.0,8.18,0.00,0.00,0.00,13.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1
81,Sofyan Amrabat,MAR,"MF,DF",Manchester Utd,Premier League,27-117,1996,5.8,0,2,0,0.0,0.34,0.00,0.00,0.00,23.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
82,Joachim Andersen,DEN,DF,Crystal Palace,Premier League,27-199,1996,16.0,2,13,7,53.8,0.81,0.44,0.15,0.29,13.0,1,0,0,1.1,1.1,0.08,+0.9,+0.9
83,Elliot Anderson,SCO,"MF,FW",Newcastle Utd,Premier League,21-040,2002,4.6,0,7,2,28.6,1.53,0.44,0.00,0.00,14.0,0,0,0,0.7,0.7,0.11,-0.7,-0.7
84,Felipe Anderson,BRA,FW,Lazio,Serie A,30-245,1993,11.8,1,18,3,16.7,1.52,0.25,0.06,0.33,16.3,0,0,0,2.1,2.1,0.12,-1.1,-1.1
85,Benjamin André,FRA,MF,Lille,Ligue 1,33-135,1990,13.3,2,11,4,36.4,0.83,0.30,0.18,0.50,18.0,0,0,0,1.5,1.5,0.13,+0.5,+0.5
86,Komnen Andrić,SRB,FW,Clermont Foot,Ligue 1,28-168,1995,1.4,0,2,0,0.0,1.43,0.00,0.00,0.00,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
87,Robert Andrich,GER,"MF,DF",Leverkusen,Bundesliga,29-085,1994,2.7,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
88,Miguel Ángel Rubio,ESP,DF,Granada,La Liga,25-280,1998,6.2,1,2,1,50.0,0.32,0.16,0.50,1.00,7.3,0,0,0,0.5,0.5,0.23,+0.5,+0.5
89,Fabrizio Angileri,ARG,"DF,FW",Getafe,La Liga,29-276,1994,0.9,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
90,Jaidon Anthony,ENG,FW,Bournemouth,Premier League,24-015,1999,1.7,0,2,1,50.0,1.18,0.59,0.00,0.00,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
91,Waldemar Anton,GER,DF,Stuttgart,Bundesliga,27-149,1996,14.0,0,12,3,25.0,0.86,0.21,0.00,0.00,16.6,0,0,0,0.6,0.6,0.05,-0.6,-0.6
92,Michail Antonio,JAM,FW,West Ham,Premier League,33-263,1990,9.0,2,9,4,44.4,1.00,0.44,0.22,0.50,12.8,0,0,0,1.8,1.8,0.21,+0.2,+0.2
93,Antony,BRA,"FW,MF",Manchester Utd,Premier League,23-295,2000,7.6,0,22,4,18.2,2.88,0.52,0.00,0.00,19.0,0,0,0,1.4,1.4,0.06,-1.4,-1.4
94,Christopher Antwi-Adjei,GHA,"FW,MF",Bochum,Bundesliga,29-312,1994,5.6,1,16,5,31.3,2.86,0.89,0.06,0.20,18.7,0,0,0,1.4,1.4,0.09,-0.4,-0.4
95,Houssem Aouar,ALG,MF,Roma,Serie A,25-169,1998,4.7,2,7,4,57.1,1.50,0.86,0.29,0.50,13.7,0,0,0,1.2,1.2,0.17,+0.8,+0.8
96,Stredair Appuah,FRA,FW,Nantes,Ligue 1,19-172,2004,0.3,0,3,0,0.0,10.38,0.00,0.00,0.00,20.9,0,0,0,0.4,0.4,0.14,-0.4,-0.4
97,Mauro Arambarri,URU,MF,Getafe,La Liga,28-077,1995,3.8,0,9,2,22.2,2.39,0.53,0.00,0.00,21.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5
98,Julian Araujo,MEX,DF,Las Palmas,La Liga,22-125,2001,9.1,1,5,2,40.0,0.55,0.22,0.20,0.50,20.3,0,0,0,0.6,0.6,0.13,+0.4,+0.4
99,Ronald Araújo,URU,DF,Barcelona,La Liga,24-284,1999,8.4,1,6,4,66.7,0.72,0.48,0.17,0.25,18.1,0,0,0,0.6,0.6,0.10,+0.4,+0.4
100,Cameron Archer,ENG,"FW,MF",Sheffield Utd,Premier League,22-148,2001,11.4,2,17,5,29.4,1.49,0.44,0.12,0.40,18.3,0,0,0,1.4,1.4,0.09,+0.6,+0.6
101,Cameron Archer,ENG,MF,Aston Villa,Premier League,22-148,2001,0.1,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
102,Alphonse Areola,FRA,GK,West Ham,Premier League,30-292,1993,14.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
103,Adu Ares,ESP,FW,Athletic Club,La Liga,22-065,2001,0.3,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
104,Jesús Areso,ESP,DF,Osasuna,La Liga,24-167,1999,12.1,0,2,1,50.0,0.16,0.08,0.00,0.00,19.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
105,Yoël Armougom,FRA,"DF,MF",Clermont Foot,Ligue 1,25-194,1998,0.2,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
106,José Arnaiz,ESP,"FW,MF",Osasuna,La Liga,28-245,1995,3.5,1,12,4,33.3,3.46,1.15,0.08,0.25,24.1,3,0,0,0.6,0.6,0.05,+0.4,+0.4
107,Hákon Arnar Haraldsson,ISL,"FW,MF",Lille,Ligue 1,20-250,2003,4.2,0,1,1,100.0,0.24,0.24,0.00,0.00,16.4,0,0,0,0.1,0.1,0.11,-0.1,-0.1
108,Marko Arnautović,AUT,FW,Inter,Serie A,34-241,1989,1.9,0,2,0,0.0,1.07,0.00,0.00,0.00,17.0,0,0,0,0.2,0.2,0.09,-0.2,-0.2
109,Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,29-203,1994,9.9,0,8,4,50.0,0.81,0.41,0.00,0.00,29.6,4,0,0,0.3,0.3,0.04,-0.3,-0.3
110,Mohamed El Arouch,FRA,FW,Lyon,Ligue 1,19-254,2004,0.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
111,Sergio Arribas,ESP,"MF,FW",Almería,La Liga,22-077,2001,11.4,5,33,12,36.4,2.91,1.06,0.15,0.42,16.3,0,0,0,5.1,5.1,0.16,-0.1,-0.1
112,Kepa Arrizabalaga,ESP,GK,Real Madrid,La Liga,29-074,1994,10.0,0,0,0,0.0,0.00,0.00,0.00,0.00,0.0,0,0,0,0.0,0.0,,0.0,0.0
113,Arthur,BRA,DF,Leverkusen,Bundesliga,20-274,2003,0.4,0,1,1,100.0,2.65,2.65,0.00,0.00,28.3,0,0,0,0.0,0.0,0.02,0.0,0.0
